H-ID,type_id,preferred_name,label_name,city H-ID,alternative_names,VIAF,ISNI,biblissima_identifier,website
43829,108,Archives départementales de l'Eure,Archives départementales de l'Eure,42668,"[Archives départementales (Eure), Eure. Archives départementales, Archives Départementales de l'Eure (Évreux), Archives départementales de l'Eure service public départementalisé de gestion des archives en dépôt]",155505991.0,0000000121903565,,
43830,108,Bibliothèque de Genève,Bibliothèque de Genève,43708,"[Bibliothèque publique et universitaire (Genewa), Bibliothèque publique et universitaire de Genève, Bibliothèque de Genève Genève (CH-Gpu), Bibliothèque de Genève (2006)]",150676214.0,0000000121844366,,
43831,108,Stadtbibliothek Hannover,Stadtbibliothek Hannover,42802,"[Stadtbibliothek, Musikbibliothek Hannover (D-HVs), Stadtbibliothek (Hanower)., Hannover (Germany). Stadtbibliothek, Stadtbibliothek Hannover (Hannover, Germany)]",144893230.0,0000000122600523,,
43832,108,Cumbria Record Office,Cumbria Record Office,43646,[],137464537.0,,,
43833,108,Abbaye Notre-Dame de Saint-Rémy,Abbaye Notre-Dame de Saint-Rémy,43704,"[Abbaye Notre-Dame de Saint-Remy Rochefort, Marche-en-Famenne]",129738649.0,0000000121564671,,
43834,108,Bibliothèque d'Arras,Bibliothèque d'Arras,43706,"[Bibliothèque Municipale, Bibliothèque municipale d'Arras, Bibliothèque municipale (Arras)]",172428812.0,0000000103579589,,
43835,108,Archives nationales France,Archives nationales France,43675,"[Archives nationales (Frankrike), Archives nationales (França)., Archives de France, Archives nationales, Archives Nationales (Paris; Pierrefitte-sur-Seine; Fontainebleau), Archives nationales (Francia), Archives Nationales Paris (F-Pan), Direction des archives de France.]",131469365.0,0000000121589529,,
43836,108,Wilhelmsstift. Bibliothek,Wilhelmsstift. Bibliothek,43709,[Konviktsbibliothek Wilhelmsstift],152590686.0,,,
43837,108,"Biblioteca civica Berio Gênes, Italie","Biblioteca civica Berio Gênes, Italie",43710,"[Biblioteca civica Berio (Genoa, Italy), Biblioteca civica Berio., Biblioteca civica Berio (Genova), Biblioteca Berio, Biblioteca Civica Berio (Genua), Biblioteca Civica Berio Genova (I-Gc)]",148667823.0,0000000121811855,,
43838,108,Kungliga Biblioteket,Kungliga Biblioteket,42574,"[Kungl. biblioteket, Kungliga biblioteket (Stockholm), Kungliga biblioteket Suède, Kungliga Biblioteket (Švédsko), Kungliga Bibliotek, Kungliga Biblioteket (Zviedrija), Kungliga Biblioteket (Štokholm, Švédsko), Kungliga Biblioteket (Sztokholm)., Biblioteka Królewska (Szwecja), Kungliga biblioteket Sverige, Suécia., Kungliga Biblioteket, Kungliga Biblioteket (Suécia), Kungliga biblioteket, Biblioteca Real (Suecia), נאציאנאלע ביבליאטעק פון שוועדן]",240610793.0,0000000123370977,,
43839,108,Bibliothéque Nationale et Universitaire de Strasbourg,BNU,42736,"[Bibliothèque nationale et universitaire (Strasburg), Bibliothèque nationale et universitaire Strasbourg (F-Sn), Bibliothèque nationale et universitaire (Strasbourg), bibliothèque nationale et universitaire]",135553188.0,0000000121631491,,
43840,108,"Musée Condé, Château de Chantilly","Musée Condé, Château de Chantilly",43711,"[Musée Condé Chantilly, Oise, Bibliothèque du Musée Condé Chantilly (F-CH), Musée Condé (Chantilly), Musée Condé (Chantilly, Francia)]",139676854.0,0000000123148954,,
43841,108,Nicolaus-Matz-Bibliothek Michelstadt,Nicolaus-Matz-Bibliothek,43712,"[Nicolaus-Matz-Bibliothek Michelstadt, Allemagne, Nicolaus-Matz-Bibliothek]",153705244.0,0000000122304206,,
43842,108,Archives départementales de l'Ardèche,Archives dép. l'Ardèche,42721,"[Archives départementales (Ardèche), Ardèche. Archives départementales, archives départementales de l'Ardèche archives du département de l'Ardèche]",129747833.0,0000000121564866,,
43843,108,Bibliothèque de la ville de Tournai,Bibliothèque de la ville de Tournai,43139,"[Bibliothèque de la ville de Mons, Bibliothèque publique (Mons, Belgique), Bibliothèque publique (Mons), Bibliothèque Publique]",127889581.0,0000000106590273,,
43844,108,Abbaye de Clervaux,Abbaye de Clervaux,43713,"[Abbaye Saint-Maurice-et-Saint-Maur (Clervaux)., Abbaye Saint Maurice et Saint Maur (Clerf), Klasztor św. Maurycego i św. Maura (Clervaux), abbaye Saint-Maurice-et-Saint-Maur, Abbaye Saint-Maurice-et-Saint-Maur Clervaux, Luxembourg]",148865760.0,,,
43845,108,Bibliothèque municipale de Nantes,Bibliothèque municipale de Nantes,42704,"[Bibliothèque municipale, Bibliothèque municipale (Nantes)., Bibliothèque municipale (Nantes, Loire-Atlantique), Bibliothèque municipale Nantes (F-Nm)]",155307846.0,0000000106740171,,
43846,108,Uniwersytet Jagielloński,Uniwersytet Jagielloński,43136,"[Uniwersytet Jagielloński (Kraków), Uniwersytet Jagielloński Cracovie, Pologne, Uniwersytet Jagielloński w Krakowie, Ягелонскі ўніверсітэт, Uniwersytet Jagielloński (Kraków, Polska)]",135493691.0,0000000123374740,,
43847,108,Bodleian Library,Bodleian Library,43407,"[ספריית בודליאנה, Бодлеянская библиотека, Biblioteka Bodlejańska, Bodleian Library (Oxford), University of Oxford., Bodleian Library, Bodleian library Oxford, GB, Llyfrgell Bodley]",129788129.0,0000000123029752,,
43848,108,Achives départementales du Morbihan,Achives départementales du Morbihan,42744,"[archives départementales du Morbihan, Archives Départementales du Morbihan Vannes, Archives départementales (Morbihan)]",125571104.0,0000000121520521,,
43849,108,Bibliothèque Sainte-Geneviève,Bibliothèque Sainte-Geneviève,43675,"[Bibliothèque Sainte-Geneviève Paris (F-Psg), Bibliothèque Sainte-Geneviève (París), Bibliothèque Sainte-Geneviève (Paris, France)]",134676439.0,0000000122894162,,
43850,108,Lambeth Palace. Library,Lambeth Palace. Library,43399,"[Lambeth Palace Library (London), Lambeth palace library Londres]",2.211491962689748e+20,0000000122425921,,
43851,108,Bibliothèque Municipale,Bibliothèque Municipale,42657,"[Médiathèque Équinoxe (Châteauroux, France), Médiathëque (Châteauroux), Médiathèque Equinoxe Châteauroux, Equinoxe - La Médiathèque Châteauroux (F-CHAme)]",133346225.0,,,
43852,108,"El Escorial, Biblioteca del Monasterio de S Lorenzo",Biblioteca del Monasterio S Lorenzo,43715,"[Real Biblioteca de El Escorial, Espanha., Real Monasterio de San Lorenzo del Escorial., Biblioteca, Real Biblioteca del Monasterio de San Lorenzo de El Escorial El Escorial (E-E), Kloster El Escorial Bibliothek, Biblioteca del Monestir de l'Escorial, Real Monasterio de San Lorenzo del Escorial (Madrid). Biblioteca, Real Monasterio de San Lorenzo de El Escorial. Biblioteca., Monasterio de El Escorial. Biblioteca, Monasterio de San Lorenzo el Real del Escorial (San Lorenzo del Escorial, Espagne). Real Biblioteca]",122563904.0,0000000122924536,,
43853,108,Archives de l'État à Namur,Archives de l'État à Namur,43716,"[Archives de l'État (Namur), Archives de l'Etat (Belgique ; Namur), Belgique. Archives de l'État à Namur, Archives de l'Etat Namur (B-Naet)]",148424799.0,0000000109445936,,
43854,108,Biblioteca nazionale marciana,Biblioteca nazionale marciana,43717,"[Biblioteca di San Marco (Venedig), Biblioteca nazionale marciana (Venezia), Вінниця. Центральна бібліотека, Itália., Biblioteca Nazionale Marciana, Biblioteca nazionale Marciana Venise, Italie]",156622926.0,0000000114060483,,
43855,108,Regionaal Historisch Centrum Limburg,Regionaal Historisch Centrum Limburg,43718,"[Regionaal Historisch Centrum Limburg (Maastricht, Pays-Bas), Regionaal Historisch Centrum Limburg Maastricht]",143322092.0,0000000122228514,,
43856,108,Universitäts- und Landesbibliothek Münster,Universitäts- und Landesbibliothek,43615,[Universitäts- und Landesbibliothek Münster (D-MÜu)],130353592.0,0000000121573156,,
43857,108,Bibliothèque cantonale et universitaire,Bibliothèque cantonale et universitaire,43614,"[Bibliothéque cantonale et universitaire, Bibliothèque cantonale et universitaire (Fribourg) Fribourg (CH-Fcu), Bibliothèque cantonale et universitaire (Fribourg, Suisse), Bibliothèque cantonale et universitaire de Fribourg, Bibliothèque cantonale et universitaire (Fribourg, Fribourg, Suisse), Bibliothèque cantonale et universitaire (Vaud, Suisse), Bibliothèque cantonale et universitaire (Fribourg, Švýcarsko), Bibliothèque cantonale et universitaire (Fribourg, Switzerland), Kantons- und Universitätsbibliothek Freiburg]",128996068.0,0000000122894189,,
43858,108,Dundee City Archives,Dundee City Archives,43616,"[City Archives Dundee (GB-DUca), Dundee City Archives UK archive]",143464086.0,,,
43859,108,Biblioteca Antonio Panizzi,Biblioteca Antonio Panizzi,43617,"[Biblioteca municipale Antonio Panizzi (Reggio Emilia), Biblioteca Panizzi, Biblioteca Antonio Panizzi Reggio Emilia, Italie]",145262876.0,0000000119414017,,
43860,108,Archives départementales du Tarn,Archives départementales du Tarn,42626,"[Archives Départementales du Tarn Albi, Archives départementales (Tarn)]",132101756.0,0000000121599356,,
43861,108,Boston Public Library,Boston Public Library,43453,"[Public Library, ボストン公共図書館, Boston Public Library library system in Boston, Massachusetts]",133435180.0,0000000122873150,,
43862,108,Archivio di Stato,Archivio di Stato,43702,"[Archivio di Stato (Modena, Itálie), Archivio di Stato (Sienne, Italie), Archivio di Stato (Modena), Archivio di Stato Modena (I-MOs), Italie. Archivio di Stato (Sienne), Archivio di Stato di Modena]",151296005.0,0000000121119113,,
43863,108,Archivio di Stato,Archivio di Stato,43618,"[Archivio di Stato di Treviso, Archivio di Stato di Treviso (Italy)]",141176281.0,0000000095731412,,
43864,108,Biblioteca Nacional,Biblioteca Nacional,43714,"[Biblioteca Nacional Madrid, Hiszpańska Biblioteka Narodowa, Espanha., Biblioteca Nacional, Biblioteca Nacional España, Biblioteca nacional Espagne, Biblioteca Nacional (Španielsko)]",150572288.0,0000000417659012,,
43865,108,St John's College Library,St John's College Library,43630,"[St. John's College, The Library Cambridge (GB-Cjc), St. John's college Cambridge, GB, Library, St John's College (Cambridge) Library, St. John's College (Oxford). Library, St. John's College (University of Oxford). Library]",138310280.0,0000000123097261,,
43866,108,Biblioteca comunale Fabriano,Biblioteca comunale Fabriano,43619,[],2.2159032531501183e+19,,,
43867,108,Wojewódzka i Miejska Biblioteka Publiczna im. Josepha Conrada-Korzeniowskiego,Wojewódzka i Miejska Biblioteka,43129,"[Wojewódzka i Miejska Biblioteka Publiczna (Gdańsk)., Wojewódzka i Miejska Biblioteka Publiczna w Gdańsku]",138379450.0,0000000122347572,,
43868,108,Bibliothèque Municipale,Bibliothèque Municipale,43620,"[Bibliothèque municipale Boulogne-sur-Mer (F-BSM), Bibliothèque municipale des Annonciades (Boulogne-sur-Mer, Pas-de-Calais), Bibliothèque des Annonciades Boulogne-sur-Mer, Pas-de-Calais]",149392350.0,,,
43869,108,Universitätsbibliothek Gießen,Universitätsbibliothek Gießen,43621,"[Universitätsbibliothek Giessen (Alemania), Universitätsbibliothek Gießen, Allemagne, Justus-Liebig-Universität, Universitätsbibliothek Gießen (D-GI)]",154192976.0,0000000123593820,,
43870,108,Biblioteca de Montserrat,Biblioteca de Montserrat,43989,"[Montserrat (abbazia benedettina). Biblioteca, Abadía de Montserrat. Biblioteca, Montserrat (Monestir). Biblioteca, Montserrat (Abbey). Biblioteca, Kloster Montserrat Bibliothek, Montserrat (kloster) Biblioteca, Arxiu Històric Musical de Montserrat - Biblioteca de Montserrat Montserrat (E-MO)]",150819331.0,0000000119573317,,http://www.bibliotecademontserrat.net/
43871,108,Archives départementales de Vaucluse,Archives dép. Vaucluse,42635,"[archives départementales de Vaucluse archives du département du Vaucluse, Archives départementales de Vaucluse, Vaucluse. Archives départementales, Archives Départementales de Vaucluse (Avignon), Archives départementales de Vaucluse Avignon (F-Aa)]",126072696.0,0000000121078577,,
43872,108,Médiathèque Louis Aragon,Médiathèque Louis Aragon,43622,"[Médiathèque Louis-Aragon Le Mans (F-LM), Médiathèque Louis Aragon (Le Mans, Sarthe), Médiathèque Louis Aragon (Le Mans, France), médiathèque Louis-Aragon Le Mans]",123371116.0,,,
43873,108,Universitaire Bibliotheken Leiden,Universitaire Bibliotheken Leiden,43362,"[Rijksuniversiteit te Leiden., Bibliotheek, Leiden University Library, Bibliotheek der Rijksuniversiteit Leiden, Universiteitsbibliotheek (Lejda)., Universiteitsbibliotheek (Leyde, Pays-Bas), Rijksuniversiteit Leiden Bibliotheek]",133132602.0,0000000122932800,,
43874,108,Universitätsbibliothek Salzburg,Universitätsbibliothek Salzburg,43623,"[Universitätsbibliothek Salzbourg, Autriche, Universitätsbibliothek Salzburg (A-Su), Universitätsbibliothek Salzburg, Universität]",138814138.0,0000000123549184,,
43875,108,Médiathèque municipale Jean-Lévy Lille,Médiathèque municipale Jean-Lévy Lille,42685,"[Médiathèque municipale Jean Lévy Lille, France, Bibliothèque municipale (Lille), Bibliothèque municipale de Lille, Lille (France). Bibliothèque municipale, Bibliothèque municipale Lille (F-Lm), Bibliothèque Municipale]",122615193.0,0000000121499662,,
43876,108,Archivio di Stato di Vicenza,Archivio di Stato di Vicenza,43624,"[Archivio di Stato di Vicenza archives in Italy, Archivio di Stato Vicenza (I-VIas)]",253625058.0,,,
43877,108,Archives départementales du Doubs,Archives départementales du Doubs,42641,"[Archives départementales du Doubs (Besançon), archives départementales du Doubs service d'archives départementales, Archives du Doubs, Doubs. Archives départementales]",157132944.0,0000000121598951,,
43878,108,Biblioteca ambrosiana,Biblioteca ambrosiana,43625,"[Biblioteca Ambrosiana (Milano), Biblioteka Ambrozjańska, مكتبة الامبروزيانا، ميلانو, Biblioteca Ambrosiana Milan, Italie, Biblioteca Ambrosiana Milano (I-Ma)]",147341799.0,0000000122947471,,
43879,108,Biblioteca civica queriniana,Biblioteca civica queriniana,43626,"[Civica biblioteca queriniana di Brescia (Itálie), Civica biblioteca queriniana di Brescia (Italy), Biblioteca civica queriniana di Brescia, Biblioteca civica Queriniana (Brescia, Italy), Civica biblioteca queriniana di Brescia (Itàlia), Biblioteca Quer., Biblioteca civica queriniana (Brescia), Biblioteca civica queriniana Brescia, Italie, Biblioteca Queriniana Brescia (I-BRq)]",129963670.0,0000000121567944,,
43880,108,Archives départementales de la Haute-Saône,Archives dép. Haute-Saône,42745,"[Haute-Saône. Archives départementales, archives départementales de la Haute-Saône archives du département de la Haute-Saône]",151846417.0,0000000121859277,,
43881,108,University of St Andrews Library,University of St Andrews Library,43627,[University of Saint Andrews. Library],137737086.0,0000000099390766,,
43882,108,Archives de l'Ancien Évêché de Bâle,Arch. de l'Ancien Évêché de Bâle,43628,"[Fondation des Archives de l'ancien Evêché de Bâle (Porrentruy), Catholic Church. Diocese of Basel (Switzerland). Archives, Catholic Church Archives, fondation des archives de l'ancien Évêché de Bâle]",134024865.0,0000000091570332,,
43883,108,Bibliothèque municipale,Bibliothèque municipale,42739,"[Tours., Bibliothèque Municipale, bibliothèque municipale de Tours, Bibliothèque municipale Tours (F-TOm)]",148314108.0,0000000121540856,,
43884,108,Niedersächsische Staats-und Universitätsbibliothek Göttingen,Staats-und Universitätsbibliothek,42797,[Niedersächsische Staats- und Universitätsbibliothek Göttingen (D-Gs)],139495279.0,0000000121695516,,
43885,108,John Rylands Library,John Rylands Library,43401,"[John Rylands library Manchester, GB, Llyfrgell John Rylands, John Rylands University Library Manchester (GB-Mr), John Rylands Library (Manchester), John Rylands library (Manchester, GB) (1900-1972)]",312795145.0,0000000119411238,,
43886,108,Archives départementales de la Gironde,Archives dépar. La Gironde,42644,"[Archives départementales de la Gironde (Bordeaux), Archives départementales (Gironde), Archives de la Gironde, archives départementales de la Gironde service d'archives départementales, Gironde. Archives départementales, Archives départementales de la Gironde Bordeaux (F-BOa)]",126219118.0,0000000121082832,,
43887,108,Universiteitsbibliotheek Amsterdam,Universiteitsbibliotheek,43629,"[Bibliotheek der Universiteit van Amsterdam, Universiteit van Amsterdam. Bibliotheek, Universiteitsbibliotheek van Amsterdam, Universiteitsbibliotheek Amsterdam (NL-Au), Amsterdam University Library, Universiteitsbibliotheek]",121919918.0,0000000121496234,,
43888,108,St. John's College Oxford,St. John's College Oxford,43407,"[Coleg Sant Ioan, St. John's College (University of Oxford), St John's College, St John's College Library Oxford (GB-Ojc)]",152441516.0,0000000122966373,,
43889,108,Staatsbibliothek zu Berlin Preußischer Kulturbesitz,Staatsbibliothek zu Berlin Kulturbesitz,43580,"[Staatsbibliothek zu Berlin., Staatsbibliothek Preussischer Kulturbesitz (Berlin), Staatsbibliothek Berlin]",157207056.0,0000000123699481,,
43890,108,Jewish national and university library,Jewish National and University Library,43566,"[Bet ha-sefarim ha-leummí ve-ha-universitaí bi-Yeruixalàyim, בית הספרים הלאומי והאוניברסיטאי, Bet ha-sefarim ha-leʾumi ṿe-ha-universiṭaʾi ha-ʿivri, Bet ha-sefarim ha-leʾumi ṿeha-universiṭaʾi bi-Yerushalayim, National Library of Israel (Jérusalem), הספרייה הלאומית‏, دار الكتب الوطنية والجامعية, دار الكتب الوطنية والجامعية (القدس), National library of Israel, Sifriyah ha-le'umit (Israele), Jewish National and University Library, Biblioteka Narodowa Izraela, Бет Г'а-Сефарим Г'а-Леумми Вег'а-Университаи]",160568218.0,0000000121551336,,
43891,108,Peterhouse Library,Peterhouse Library,43630,"[Peterhouse Library Cambridge (GB-Cp), Peterhouse Library (University of Cambridge), Peterhouse (Cambridge). Library.]",135584585.0,,,
43892,108,Niedersächsische Landesbibliothek,Niedersächsische Landesbibliothek,42802,"[Niedersächsische Landesbibliothek Hannover, Deutschland, Niedersächsische Landesbibliothek (Hanower)., Niedersächsische Landesbibliothek (Hannover)]",149611494.0,0000000121825157,,
43893,108,Bibliothèque Méjanes,Bibliothèque Méjanes,43633,"[Bibliothèque Méjanes (Aix-en-Provence), Bibliothèque Municipale Méjanes Aix-en-Provence, Bibliothèque Méjanes Aix-en-Provence (F-AIXm), Bibliothèque Méjanes Aix-en-Provence, Bouches-du-Rhône]",135611890.0,0000000122904076,,
43894,108,"University of California, Berkeley. Library",UC Berkeley Library,43448,"[University of California, Berkeley Libraries maison d'édition, Library of the University of California (Berkeley)]",129907352.0,0000000121567258,,
43895,108,National Archives,National Archives,43399,"[National Archives London, National Archives (Großbritannien), National Archives (Gran Bretanya), National Archives (Wielka Brytania), National Archives (Lielbritānija), National archives GB, National Archives (Londyn)., National Archives (Velká Británie), Yr Archifau Cenedlaethol]",157574888.0,0000000121125804,,
43896,108,University of Pennsylvania. Library,U. Penn. Library,42603,"[Van Pelt Library, Van Pelt library Philadelphie, Pa., University of Pennsylvania Libraries, Van Pelt-Dietrich Library Center - Kislak Center Philadelphia, PA (US-PHukc)]",136552639.0,0000000109428327,,
43897,108,Universitätsbibliothek Bonn,Universitätsbibliothek,43631,[Universitäts- und Landesbibliothek Bonn],155781074.0,0000000104145010,,
43898,108,Universitätsbibliothek Basel,Universitätsbibliothek Basel,43634,"[Universitätsbibliothek Bâle, Suisse, Bibliothèque universitaire de Bâle, Öffentliche Bibliothek der Universität Basel]",146140663.0,0000000121861940,,
43899,108,Archivio della Fabbriceria di San Petronio,Archivio della Fabbriceria di San Petronio,43635,[Archivio musicale di San Petronio (Bologna)],127384386.0,,,
43900,108,National library of Wales,National Library of Wales,43636,"[Llyfrgell Genedlaethol Cymru Aberystwyth (GB-AB), Leabharlann Nàiseanta na Cuimrigh, Llyfrgell Genedlaethol Cymru, LLyfrgell Genedlaethol Cymru (Aberystwyth), National Library of Wales (Aberystwyth)]",139269948.0,0000000406057171,,
43901,108,Archives générales du Royaume,Archives générales du Royaume,43150,"[Algemeen Rijksarchief te Brussel, Archives générales du Royaume (Belgique), Archives générales du Royaume, Archives de l'État en Belgique, Bruxelles., Archives Generales du Royaume, Archives générales du Royaume (Bélgica), Archives générales du Royaume (Belgie)]",144844098.0,0000000121762651,,
43902,108,The Getty Foundation,The Getty Foundation,43487,"[Getty Foundation nonprofit organization in Los Angeles, United States]",136512731.0,,,
43903,108,Universitätsbibliothek Rostock,Universitätsbibliothek Rostock,43638,"[Universitätsbibliothek Rostock, Allemagne, Universitätsbibliothek (Rostock) Rostock, Universitätsbibliothek Rostock, Deutschland]",122573964.0,0000000122592551,,
43904,108,Bibliothèque royale de Belgique,Bibliothèque royale de Belgique,43150,"[Bélgica., Koninklijke Bibliotheek van België, Bibliothèque royale de Belgique (KBR) - Koninklijke Bibliotheek van België (KBR) Bruxelles; Brussel (B-Br), Biblioteka Królewska Belgii, Bibliothèque royale Albert Ier, Bibliothèque royale de Belgique (Bruxelles), Bibliothèque royale Albert Ier (Bruxelles, Belgique), Royal Library of Belgium]",312739455.0,0000000122714686,,
43905,108,Bibliotheca philosophica hermetica Amsterdam,Bibliotheca Philosophica Hermetica,43629,"[Bibliotheca Philosophica Hermetica Amsterdam, Nederland, Библиотека герметической философии (Амстердам), Bibliotheca Philosophica Hermetica (Amsterdama, Nīderlande), Bibliotheca Philosophica Hermetica (Amsterdam, Netherlands), Bibliotheca Philosophica Hermetica (library), Bibliotheca Philosophica Hermetica, Bibliotheca Philosophica Hermetica (Amsterdam, Nizozemsko)]",145158687.0,0000000110911607,,
43906,108,Bibliothèque publique et universitaire,Bibliothèque publique et universitaire,42576,"[Bibliothèque publique et universitaire Neuchâtel, Suisse, Bibliothèque publique de Neuchâtel, Bibliothèque publique et universitaire de Neuchâtel, Bibliothèque publique et universitaire de Neuchâtel (Neuchâtel) Neuchâtel (CH-N), Bibliothèque publique et universitaire (Neuchâtel, Neuchâtel, Suisse)]",154265638.0,0000000406409050,,
43907,108,Bibliothèque interuniversitaire,Bibliothèque interuniversitaire,42738,"[Bibliothèque interuniversitaire (Toulouse) (....-1995), Université de Toulouse. Bibliothèque.]",139091782.0,0000000123088082,,
43908,108,Institut français de Florence,Institut français de Florence,43639,"[Institut français (Firenze), institut français de Florence Institut français installé à Florence, Institut français (Florencja)., Institut français Florence, Italie]",137954560.0,0000000121672306,,
43909,108,Archives départementales de la Dordogne,Archives dép. De la Dordogne,42714,"[Archives Départementales de la Dordogne Périgueux, Archives départementales (Dordogne), Dordogne. Archives départementales, Archives départementales de la Dordogne Périgueux (F-PEad)]",131319133.0,0000000121587064,,
43910,108,Bibliothèque municipale,Bibliothèque municipale,42688,"[Bibliothèque municipale de Lyon., Bibliothèque de la Ville de Lyon, Bibliothèque municipale de Lyon réseau de bibliothèques à Lyon, Bibliothèque municipale Lyon, France, Bibliothèque municipale Lyon (F-LYm), Bibliothèque Municipale, Lyon., Bibliothéque Municipale]",140221169.0,0000000122919411,,
43912,108,Archivio Storico Comunale,Archivio Storico Comunale,43640,[],4.415903266180118e+19,,,
43914,108,St. Godehard zu Hildesheim,St. Godehard zu Hildesheim,43643,"[St. Godehard zu Hildesheim (Église : Allemagne), Sankt Godehard (Hildesheim), St. Godehard zu Hildesheim (kostel : Germany), Basilika St. Godehard]",129087628.0,,,
43915,108,Princeton university. Library,Princeton University Library,43644,"[Princeton University Library Princeton, NJ (US-PRu), Princeton University Libraries]",121763554.0,0000000121495514,,
43916,108,Biblioteca statale di Cremona,Biblioteca statale di Cremona,43645,"[Cremona., Biblioteca Statale, Biblioteca Statale di Cremona (Italia)]",130190696.0,0000000123087573,,
43917,108,Biblioteca pública provincial,Biblioteca pública provincial,43642,"[Biblioteca pública provincial Lugo, Espagne]",124448580.0,,,
43918,108,Trinity college Dublin,Trinity college Dublin,42954,"[Trinity College (Dublin, Irlande), Trinity College Library Dublin (IRL-Dtc), University of Dublin, Trinity College, Trinity College (Dublin, Ireland)., Trinity College Dublin, Éire, University Dublin, Dublin., Trinity College, University of Dublin university located in Dublin, Ireland, Trinity College (Dublín, Irlanda)]",261059942.0,0000000419369705,,
43919,108,British library,British library,43399,"[הספרייה הבריטית, Breetish Leebrary, 英国図書館, British Library London, Reino Unido., British Library, Biblioteka Brytyjska, المكتبة البريطانية]",121814978.0,0000000123081542,,
43920,108,Cathedral Library Carlisle,Cathedral Library Carlisle,43646,[Carlisle Cathedral. Library],128342404.0,,,
43921,108,"Biblioteca comunale Assise, Italie","Biblioteca comunale Assise, Italie",43586,"[Biblioteca comunale di Assisi, Kloster San Francesco Assisi Biblioteca, Sacro convento di S. Francesco (Assisi, Itálie). Biblioteca, Biblioteca del Sacro convento di San Francesco (Assisi), Convento di San Francesco Assisi Biblioteca, Sacro convento di S. Francesco Biblioteca, Biblioteca del Convento dei frati minori]",128538403.0,0000000123224101,,
43922,108,Library of Congress,Library of Congress,43526,"[Library of Congress (Estados Unidos), Library of Congress (Washington, DC), ספריית הקונגרס (וושינגטון), مكتبة الكونجرس (واشنطن), アメリカ合衆国議会図書館, Biblioteka Kongresu, Library of Congress (Washington, D. C.), Library of Congress Etats-Unis, Estados Unidos., Library of Congress]",151962300.0,000000012186288X‏,,
43923,108,Universitätsbibliothek Innsbruck,Universitätsbibliothek Innsbruck,43647,"[Universität Innsbruck. Universitätsbibliothek, Bibliothek des Ferdinandeums, Universitätsbibliothek (Innsbruck, Autriche), Universitäts- und Landesbibliothek Tirol, Universitätsbibliothek]",148337223.0,0000000123589004,,
43924,108,Arquivo nacional da Torre do Tombo Portugal,Arquivo nacional da Torre do Tombo,43600,"[Arquivo Nacional da Torre do Tombo (Lissabon), Arquivo Nacional da Torre do Tombo (Portugalsko), Portugal., Arquivo Nacional da Torre do Tombo, Arquivo Nacional da Torre do Tombo (Lisboa), Arquivo nacional da Torre do Tombo, Arquivo Nacional da Torre do Tombo Lisboa (P-Lant)]",150196534.0,0000000121839428,,
43925,108,Grand Séminaire,Grand Séminaire,43648,"[Séminaire de Liège (Belgique), Diocesan Seminary of Liège seminary in Liège, Grand Séminaire (Liège). Bibliothèque, Grand Séminaire Liège, Grand Séminaire Liège (B-Ls), Grand séminaire Liège, Belgique, Séminaire de Liège, Grand Séminaire de Liège]",150191213.0,0000000121839313,,
43926,108,Accademia delle scienze di Torino,Accademia delle scienze di Torino,43649,"[Accademia delle Scienze, Biblioteca Torino (I-Tas), Accademia delle scienze (Turin, Italie), Accademia delle scienze]",158005777.0,0000000121133345,,
43927,108,Bibliothèque-médiathèque,Bibliothèque-médiathèque,42694,"[Bibliothèque municipale (Metz), Bibliothèque municipale de Metz, Médiathèque Verlaine Metz (F-ME), Bibliothèque-médiathèque, Bibliothèque-médiathèque (Metz, Moselle)]",125874503.0,0000000121523546,,
43928,108,Staffordshire Record Office Stafford,Staffordshire Record Office Stafford,43415,[],2.7159032769901183e+19,,,
43929,108,University of Oregon. Library,University of Oregon. Library,43650,[],125387799.0,0000000107209323,,
43930,108,Houghton Library,Houghton Library,43457,"[Harvard University. Houghton Library., Harvard College Library (Cambridge Mass). Houghton Library, Houghton Library (Cambridge, Massachusetts), Houghton Library (Harvard), Houghton library Cambridge, Mass.]",155530939.0,0000000121904234,,
43931,108,Institut de France. Bibliothèque,Institut de France. Bibliothèque,43675,"[Bibliothèque de l'Institut de France Paris (F-Pi), Bibliothèque de l'Institut de France]",131799465.0,0000000121592437,,
43932,108,Bibliothèque nationale de France,Bibliothèque nationale de France,43675,"[França., Bibliothèque Nationale, Национальная библиотека. (Париж), Bibliotheque nationale de France (Paris), הספרייה הלאומית של צרפת, باريس. المكتبة الوطنية]",137156173.0,0000000123531945,,
43933,108,Château de Warfusée Saint-Georges-sur-Meuse,Château de Warfusée,43651,[],5.415903277970118e+19,,,
43934,108,Bibliothèque Ulysse Capitaine,Bibliothèque Ulysse Capitaine,43648,"[Bibliothèque Ulysse Capitaine de la Ville de Liège, Bibliothèque Ulysse Capitaine Liège, Belgique]",170025516.0,,,
43935,108,"Universiteit Antwerpen, Bibliotheek",Universiteit Antwerpen Bibliotheek,43652,[],1.0714464763724399e+20,,,
43936,108,Université de Nancy. Bibliothèque,Université de Nancy. Bibliothèque,42702,[Université Nancy Bibliothèque],124209716.0,0000000121070313,,
